REGION-CENTROID-COL,REGION-CENTROID-ROW,REGION-PIXEL-COUNT,SHORT-LINE-DENSITY-5,SHORT-LINE-DENSITY-2,VEDGE-MEAN,VEDGE-SD,HEDGE-MEAN,HEDGE-SD,INTENSITY-MEAN,RAWRED-MEAN,RAWBLUE-MEAN,RAWGREEN-MEAN,EXRED-MEAN,EXBLUE-MEAN,EXGREEN-MEAN,VALUE-MEAN,SATURATION-MEAN,HUE-MEAN,Class
0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,GRASS
0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,GRASS
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,GRASS
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,GRASS
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,GRASS
0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,GRASS
0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,GRASS
1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,GRASS
1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,GRASS
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,GRASS
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,GRASS
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,GRASS
0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,GRASS
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,GRASS
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,GRASS
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,GRASS
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,GRASS
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,GRASS
1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,GRASS
1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,GRASS
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,GRASS
